"male_mean_conv","male_sd_conv","female_mean_conv","female_sd_conv"
-2.93426675938974,0.263713080168776,-2.33041623281686,0.265960662000266
0.886621048909607,0.274071402812838,2.24856790584878,0.591679123069258
-0.913216418517292,0.291403593977659,-2.88010546005157,0.457573760890255
-0.962876841909384,0.326669603393404,-0.33357715289003,0.287546366851655
-1.93766054650825,0.384024577572965,-0.926227703910386,0.230161994867877
-2.64603520863315,3.16614361850291,0.122855609395646,2.49743852459016
2.58335920074637,3.14995542951628,-0.184462649871249,2.49923901376184
-1.41821406644589,1.13066666666667,-2.1212716886943,0.921926910299003
-0.803418327336198,0.935828877005347,-1.83169746435863,0.714285714285714
NA,0.0110646459222863,NA,0.00981294309421399
NA,0.00404322822682053,NA,0.00328210561781483
-1.85500955544926,1.66270524869709,-0.970617211427187,1.38591800356506
-2.00159878474796,0.544628817891935,-2.71439186865245,0.783408238156104
-3.09734286799391,0.886524822695036,-3.76337531212344,0.908777537526245
-0.650368563235292,0.632458650289622,-1.90920206959451,0.845055676455851
-5.40303205657762,3.29427053819012,-3.23708627331872,2.56781193490054
-2.36580685051229,2.06163378813881,-4.32538201962803,1.9881343095178
-4.65091305188366,2.8785715975678,-23.5503494614378,6.3844626857664
2.02266273131206,1.2682222626974,-0.830599989391261,3.37132311278755
2.34212492024628,2.35256486320558,0.504487072726782,1.3002773925104
-4.41413997278848,2.27275474800227,-4.47654981027492,2.5153524932449
2.27117207322771,1.46051005504999,1.3700127403163,0.991999309913524
3.39119668008474,2.31469833442359,4.55685444207616,3.58898640166786
-0.942029800512913,2.06549734225291,-2.01869876074268,2.10029546529427
-6.03200410233826,2.73049645390071,-6.61788771003634,3.90503189227498
-2.21129980403818,2.42003990596416,-4.15728737112692,3.14265874916196
-1.21592238459152,0.0849574363244015,1.96163825608564,0.618320674470876
-1.25499455832053,0.155825267932891,1.71862920281023,0.765466524508598
-1.27658468326255,0.134472254865849,0.554017137952516,0.185309682646395
-1.02618115755478,0.0617588932806324,1.72967419353715,0.377783318599784
-1.04170261750366,0.0622151711694897,1.57020626736145,0.690696068148679
-1.14031957470834,0.12503329691059,0.561904374142219,0.168463611859838
-3.07328758951094,1.46862632989159,-1.20587464389067,1.14092375481942
-4.02252704449682,2.18143123171056,-1.02055374541014,1.85956207528853
NA,0.00904316866933697,NA,0.0109574159229048
-2.45001492326221,1.58186703649129,-1.92997879896161,1.73847440670461
4.61758646900741,2.88604766633565,-0.515220391584559,2.20567962503446
NA,0.0362390135117409,NA,0.0130375924190357
0.930515025681718,1.29233511586453,-0.650084620038774,1.35771332492644
-4.22368417452921,1.89222542163719,-109.69898397991,14.8469387755102
-2.33776271008005,1.63842710997442,-1.50402118876105,0.608535812646253
-2.27117207322771,1.46051005504999,-0.886142804382042,1.60130170332012
1.37455734713411,1.3869625520111,0.0964825933374241,1.16551050161009
-3.55855268923394,2.3316927937781,-4.19856891500256,2.51880207850509
2.01364637606366,1.903753496008,-0.0388325272280366,1.57222640060169
-4.83900383515386,2.64623812024424,-1.37980637264112,2.30886288502912
-5.0079536486597,2.92992313260487,-0.315133644019074,2.12362899236218
2.31897656004578,2.32214154202611,-0.48179088200131,1.96931122832235
-9.09735756435399,3.9629567829134,-0.724636927970702,2.40058235592416
1.96362231412483,2.20341062446326,0.0631388018918299,2.24043912606871
1.62049174903354,1.97719570910508,0.723552177433315,1.58469945355191
1.49118437742714,1.310023266855,2.5014714390132,1.33257205883408
-1.24459553007086,1.76237567153196,-1.66280620182811,1.92013629476536
1.73130415256408,1.55226952314442,1.93496917547211,0.997293388791456
1.10475349647917,1.46687121472061,1.85956079770289,0.784725975170085
2.07198445363448,1.16074934785837,1.89805966015204,0.763906983935571
1.95932705686329,0.938449901224424,1.85360128123182,0.67259282086652
2.23338162982104,0.668455866947352,1.91142575743005,0.956071051174961
1.94098865866801,1.19319365013003,2.19040637603632,0.98716483222754
1.89901779122832,1.44118176905062,2.40244853677595,0.938558468048924
1.88015630253214,1.39356915887289,1.72393421822195,1.04808126131747
3.075953138952,1.71621121049572,2.15424109355885,0.862394052930611
-4.1537112242764,2.3915480057126,-4.24743883117037,2.48641568568947
1.79617149919242,0.806053888944865,1.6245449951047,0.842694635849472
0.289948863791543,1.39321711641129,1.7641983628607,1.46561627849931
1.72317832307694,0.767156128258915,1.90716941308445,0.730453889282307
2.08607980228675,1.00337077709264,2.11452109786759,0.839220723613787
1.41161956082091,1.37646103397635,2.18633371841482,0.863304230190728
1.85195291364241,1.25732305092053,2.35728700380515,0.734855663165168
1.84868120010312,0.849056712383334,2.26490707247535,0.816111853026128
1.02631016702722,1.2194484448489,1.75645493570658,0.807484846201053
0.666386813469933,1.60483702046376,0.972900247146223,1.4645629525129
0.261893318628499,1.21106839000084,0.723205914939451,1.1498488142604
-0.613421521469551,1.4377398629338,0.522841539577841,1.39058671824629
1.70339806904825,0.84647401579375,1.80368645597124,0.751568954391977
1.59511539371017,0.887110342172628,2.34147557686649,0.982326450281043
NA,0.0144554703858339,NA,0.00436056460401713
NA,0.0209980799748946,NA,0.0485192648408861
NA,0.015855392571811,NA,0.02440068202681
NA,0.0172903738576879,NA,0.0598800437319274
NA,0.0236390702615759,NA,0.197546036990772
NA,0.0323433370235483,NA,0.0121777723468567
NA,0.0189858353670281,NA,0.0179087918843671
NA,0.0356715716202545,NA,0.0703909574693097
